2016-09-14 17:56:33,205-WARNING-WARN
2016-09-14 17:56:33,205-ERROR-ERROR
2016-09-14 17:56:33,205-CRITICAL-CRITICAL
2016-09-14 17:57:09,189-WARNING-3
2016-09-14 17:57:09,189-ERROR-4
2016-09-14 17:57:09,190-CRITICAL-5
2016-09-14 18:00:29,982-WARNING-3
2016-09-14 18:00:29,982-ERROR-4
2016-09-14 18:00:29,982-CRITICAL-5
2016-09-14 18:00:39,142-WARNING-3
2016-09-14 18:00:39,142-ERROR-4
2016-09-14 18:00:39,142-CRITICAL-5
2016-09-14 18:00:49,474-WARNING-3
2016-09-14 18:00:49,474-ERROR-4
2016-09-14 18:00:49,474-CRITICAL-5
2016-09-14 18:01:47,342-WARNING-3
2016-09-14 18:01:47,342-ERROR-4
2016-09-14 18:01:47,342-CRITICAL-5
2016-09-14 18:01:54,998-WARNING-3
2016-09-14 18:01:54,998-ERROR-4
2016-09-14 18:01:54,998-CRITICAL-5
2016-09-14 18:02:14,049-WARNING-3
2016-09-14 18:02:14,049-ERROR-4
2016-09-14 18:02:14,049-CRITICAL-5
2016-09-14 18:02:45,034-WARNING-3
2016-09-14 18:02:45,034-ERROR-4
2016-09-14 18:02:45,034-CRITICAL-5
2016-09-14 18:03:20,924-WARNING-3
2016-09-14 18:03:20,925-ERROR-4
2016-09-14 18:03:20,925-CRITICAL-5
2016-09-14 18:03:24,810-WARNING-3
2016-09-14 18:03:24,810-ERROR-4
2016-09-14 18:03:24,810-CRITICAL-5
2016-09-14 18:06:21,449-WARNING-3
2016-09-14 18:06:21,449-ERROR-4
2016-09-14 18:06:21,449-CRITICAL-5
2016-09-14 18:06:57,767-WARNING-3
2016-09-14 18:06:57,768-ERROR-4
2016-09-14 18:06:57,768-CRITICAL-5
2016-09-14 18:14:21,427-log模块扩展.py-WARNING-3
2016-09-14 18:14:21,451-log模块扩展.py-ERROR-4
2016-09-14 18:14:21,452-log模块扩展.py-CRITICAL-5
2016-09-14 18:18:04,396-40-WARNING-3
2016-09-14 18:18:04,397-41-ERROR-4
2016-09-14 18:18:04,397-42-CRITICAL-5
2016-09-14 18:20:14,916-40-WARNING-%(process)s
2016-09-14 18:20:14,916-41-ERROR-%(process)s
2016-09-14 18:20:14,917-42-CRITICAL-%(process)s
2016-09-14 18:20:40,000-40-WARNING-%(process)d
2016-09-14 18:20:40,001-41-ERROR-%(process)d
2016-09-14 18:20:40,001-42-CRITICAL-%(process)d
2016-09-14 18:21:16,217-40-WARNING-%(process)d
2016-09-14 18:21:16,217-41-ERROR-%(process)d
2016-09-14 18:21:16,217-42-CRITICAL-%(process)d
2016-09-14 18:22:26,775-40-36288-WARNING-3
2016-09-14 18:22:26,775-41-36288-ERROR-4
2016-09-14 18:22:26,775-42-36288-CRITICAL-5
2016-09-22 12:45:42,263-41-8820-WARNING-3
2016-09-22 12:45:42,284-42-8820-ERROR-4
2016-09-22 12:45:42,284-43-8820-CRITICAL-5
